V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,amount,customer_avg_amount,amount_ratio,amount_z_score,is_new_device,transactions_last_10min,transactions_last_1hour,transactions_last_24hours,unusual_time,location_anomaly,distance_from_usual_location,customer_transaction_count,hour,day_of_week,is_fraud
-0.2349944850972658,-1.1677185483499206,0.8892530913927291,-0.15866329334584583,-0.08721724451867723,-0.4517068167379929,0.2159306261366263,-0.17284112554009826,0.6064991417131375,0.5971780770729964,1129.2501843539185,1144.898451294739,0.9863321705200614,-0.05609105940789212,0,0,1,3,0,0,0.0,13,7,1,0
-0.4684999587641087,0.49535785153948314,-0.5327757240609404,-1.518728378442521,-1.434416108906727,0.14144307799844272,-0.03241461100471941,-0.5416434110449706,-1.4985867843817477,0.6449157429457963,3834.75791370318,3954.317941178755,0.9697646878800084,-0.1421871843738138,0,1,1,4,0,0,0.0,75,13,2,0
1.3695424693156244,-0.2129652051608813,-0.24713379032745916,-0.22560978091094075,-0.8805958939847371,2.003183192545339,0.05791137382589883,0.4547540168558217,0.3620787643927989,-1.2639147098461034,2544.722857047559,2532.790111776268,1.0047113004621646,0.02144025344633647,0,0,0,2,0,0,0.0,70,9,4,0
-1.3452865739185256,-0.38911126858846684,0.7037094237224287,0.9789306536876227,-0.5418091335061234,1.6464574444434255,-0.5979525775879698,0.2235823725934681,-0.5015848131033932,-0.3334621806704526,190.59750727872995,125.60836396562101,1.5173949097605264,0.8651183106757735,0,0,1,1,0,0,0.0,34,6,2,0
0.9796474153713463,0.43429068656302044,-1.5159822524447253,0.16249432195299726,-0.02395070632142762,-1.6048328086765289,0.1996666289855613,-1.1549642195607044,-1.0178005007172393,-1.6047888448407748,2251.649821911423,1780.7292797705315,1.264453746476858,1.1594862378683042,0,0,0,2,0,0,0.0,78,16,3,0
0.4217759160492932,-0.254755884341095,-1.3080509451084619,-0.5099878589044039,0.3408514770915428,-0.7109887880768291,1.0511557024132865,0.25514779268558585,-0.22325177847434083,1.4290839506143385,810.7627229863838,1082.6229080926869,0.7488874560449419,-1.020019141405917,0,0,0,1,0,0,0.0,81,8,1,0
1.0288321158398517,-0.617043088105697,0.5379728847194726,1.0096216288702573,0.48887859316580673,0.37705482493476955,-0.7246043102067885,-0.5453806675752968,2.1078186457516748,0.034649791942938324,497.7046982870899,618.3387978121001,0.8049061323647856,-0.6946257202989621,0,0,0,1,0,0,0.0,74,19,1,0
1.1679932023786008,0.6669673707928487,1.365757478734197,-0.7127872164530803,-0.14730326115409204,0.38794822554153374,-0.056167623984148915,-0.18082549421410007,0.036785559188145876,-0.11658113601854664,2673.490499599502,2597.0854069419674,1.0294195493760465,0.13418124220900757,0,1,1,6,0,0,0.0,24,18,2,0
0.3534284402297668,0.493040871174263,-0.6391008514500708,-0.3368172465313044,1.2060654576005458,-0.09197747129730631,-1.7519534760385016,0.2133228691530012,1.6008118453351485,0.2682859165570917,1686.2728394037185,2095.3690458649644,0.8047617362124441,-0.872136089757703,0,0,0,3,0,0,0.0,15,13,5,0
-1.8146663981772646,0.12554689196000784,0.5730843318925819,0.9156920138445046,1.8886020573490074,-0.6337009863862961,-1.0035548090914261,0.24422145913348647,-0.3249428093347321,1.36915640170406,312.1218764507802,280.33318347908914,1.113396071928465,0.2997048927440491,0,0,0,4,0,0,0.0,99,13,4,0
-0.17213098574441377,0.393427917449174,0.5984144594442906,0.17239789732861965,0.622057997146692,0.6295822052565002,-0.11547199707110825,0.5718426356364071,0.8207699019011792,0.20850771113222838,1328.234486944452,1114.9196886950258,1.1913274906696005,0.7814188343901181,0,0,1,2,0,0,0.0,35,8,5,0
0.07174416201390608,0.6634499389488631,-0.5132831213384975,1.5720801803037687,0.20927041243377895,0.08669310584962327,-0.540198060912667,-1.0174974875023968,0.962216895590769,0.584937797510783,8237.396227141682,7732.436821343269,1.0653040440953325,0.3162940176897632,1,0,0,4,0,0,0.0,42,21,0,0
-0.9096493620770126,-0.7179089201743332,-0.5455976249560907,-1.0752032918104597,-1.7975362791736933,-0.3493085421424344,-0.1520433994601499,0.2818024209085186,-0.9431672444787883,0.15858932879587093,984.054019544242,1151.3956280639788,0.8546619311489538,-0.597053391626405,0,0,1,1,0,0,0.0,37,6,6,0
-0.5273767687463977,-0.2343791770690048,-0.9573042085633563,1.1153053416146101,-0.8299922506514924,0.011732054900183746,0.7147021436669472,-0.5206479845556199,-2.488018184088518,-1.222285035840335,1186.5180367671894,1238.0932133726628,0.958343050723613,-0.17329282335631896,0,2,3,7,0,0,0.0,50,16,0,0
0.8190856779074818,0.07306895083942898,0.5203533494233632,1.0592106448159286,0.3199404303823976,0.3512800753807879,-1.9643227372924361,0.9967480526041986,1.128008310761036,0.29826094468489733,539.9563026707958,492.0717126936953,1.0973121961062324,0.32264123488058005,0,0,2,3,0,0,0.0,43,10,0,0
-2.0762636052791477,1.3765030548991894,-0.1852746223935324,0.1691787951812074,2.401968419975685,1.7770077755294484,0.23327474965479564,-2.024746708251307,-1.6104055891303186,-0.5406853459751899,765.4226926713236,799.4304738097886,0.9574599770371571,-0.16202969309014018,0,1,1,1,0,0,0.0,33,7,6,0
1.366968378110277,-0.6513133338627528,0.051669178985388683,1.240032235811272,0.27523874437133566,-0.7957035356723272,-0.07252511134428545,-0.023468719631272752,-0.8593182390166095,0.6187540621505023,1796.2282316683993,1606.247318253126,1.118276245552973,0.5117338256324647,0,0,0,0,0,0,0.0,47,15,6,0
